1,1,2163.00,1342.00,69.00,90.00,0.9324,-1,-1,-1
1,2,1859.00,1164.00,87.00,101.00,0.9099,-1,-1,-1
2,1,2164.00,1344.00,67.00,89.00,0.9316,-1,-1,-1
2,2,1859.00,1163.00,86.00,105.00,0.9243,-1,-1,-1
3,1,2166.00,1345.00,66.00,88.00,0.9302,-1,-1,-1
3,2,1859.00,1163.00,87.00,105.00,0.9231,-1,-1,-1
4,1,2166.00,1347.00,66.00,88.00,0.9280,-1,-1,-1
4,2,1859.00,1164.00,87.00,106.00,0.9239,-1,-1,-1
5,1,2166.00,1348.00,66.00,88.00,0.9269,-1,-1,-1
5,2,1860.00,1164.00,86.00,106.00,0.9270,-1,-1,-1
6,1,2167.00,1349.00,66.00,88.00,0.9247,-1,-1,-1
6,2,1861.00,1164.00,85.00,106.00,0.9264,-1,-1,-1
7,1,2167.00,1350.00,65.00,87.00,0.9225,-1,-1,-1
7,2,1860.00,1165.00,86.00,107.00,0.9153,-1,-1,-1
8,1,2167.00,1351.00,65.00,87.00,0.9143,-1,-1,-1
8,2,1859.00,1167.00,87.00,107.00,0.9138,-1,-1,-1
9,1,2167.00,1352.00,65.00,88.00,0.8997,-1,-1,-1
9,2,1859.00,1169.00,87.00,105.00,0.9248,-1,-1,-1
10,1,2167.00,1352.00,64.00,89.00,0.9070,-1,-1,-1
10,2,1859.00,1169.00,87.00,107.00,0.9236,-1,-1,-1
11,1,2167.00,1353.00,64.00,89.00,0.9028,-1,-1,-1
11,2,1860.00,1169.00,86.00,106.00,0.9274,-1,-1,-1
12,1,2168.00,1354.00,64.00,89.00,0.9095,-1,-1,-1
12,2,1861.00,1169.00,85.00,107.00,0.9345,-1,-1,-1
13,1,2168.00,1354.00,64.00,89.00,0.9097,-1,-1,-1
13,2,1861.00,1169.00,85.00,107.00,0.9375,-1,-1,-1
14,1,2169.00,1354.00,63.00,89.00,0.9123,-1,-1,-1
14,2,1861.00,1169.00,85.00,108.00,0.9391,-1,-1,-1
15,1,2169.00,1354.00,64.00,90.00,0.9131,-1,-1,-1
15,2,1861.00,1169.00,85.00,109.00,0.9379,-1,-1,-1
16,1,2168.00,1354.00,65.00,91.00,0.9145,-1,-1,-1
16,2,1862.00,1169.00,84.00,110.00,0.9356,-1,-1,-1
17,1,2169.00,1354.00,64.00,91.00,0.9125,-1,-1,-1
17,2,1862.00,1169.00,84.00,110.00,0.9360,-1,-1,-1
18,1,2168.00,1354.00,66.00,92.00,0.9120,-1,-1,-1
18,2,1863.00,1169.00,83.00,109.00,0.9331,-1,-1,-1
19,1,2168.00,1355.00,66.00,91.00,0.9101,-1,-1,-1
19,2,1863.00,1169.00,83.00,109.00,0.9321,-1,-1,-1
20,1,2169.00,1354.00,65.00,92.00,0.9133,-1,-1,-1
20,2,1864.00,1168.00,82.00,111.00,0.9310,-1,-1,-1
21,1,2169.00,1355.00,65.00,91.00,0.9147,-1,-1,-1
21,2,1863.00,1167.00,83.00,113.00,0.9305,-1,-1,-1
22,1,2169.00,1355.00,66.00,91.00,0.9202,-1,-1,-1
22,2,1863.00,1167.00,83.00,114.00,0.9287,-1,-1,-1
23,1,2169.00,1355.00,66.00,91.00,0.9189,-1,-1,-1
23,2,1862.00,1166.00,84.00,116.00,0.9293,-1,-1,-1
24,1,2170.00,1355.00,65.00,91.00,0.9202,-1,-1,-1
24,2,1862.00,1166.00,85.00,117.00,0.9299,-1,-1,-1
25,1,2170.00,1354.00,65.00,93.00,0.9210,-1,-1,-1
25,2,1861.00,1166.00,86.00,117.00,0.9260,-1,-1,-1
26,1,2170.00,1354.00,66.00,93.00,0.9192,-1,-1,-1
26,2,1862.00,1165.00,85.00,118.00,0.9265,-1,-1,-1
27,1,2170.00,1354.00,66.00,93.00,0.9241,-1,-1,-1
27,2,1863.00,1166.00,84.00,116.00,0.9312,-1,-1,-1
28,1,2170.00,1354.00,67.00,93.00,0.9244,-1,-1,-1
28,2,1865.00,1165.00,82.00,117.00,0.9289,-1,-1,-1
29,1,2170.00,1355.00,67.00,93.00,0.9218,-1,-1,-1
29,2,1866.00,1165.00,82.00,116.00,0.9328,-1,-1,-1
30,1,2170.00,1354.00,67.00,94.00,0.9212,-1,-1,-1
30,2,1865.00,1164.00,83.00,118.00,0.9233,-1,-1,-1
31,1,2171.00,1354.00,66.00,94.00,0.9188,-1,-1,-1
31,2,1865.00,1164.00,83.00,118.00,0.9231,-1,-1,-1
32,1,2171.00,1354.00,67.00,94.00,0.9171,-1,-1,-1
32,2,1866.00,1164.00,82.00,117.00,0.9207,-1,-1,-1
33,1,2171.00,1354.00,67.00,95.00,0.9161,-1,-1,-1
33,2,1866.00,1163.00,83.00,118.00,0.9098,-1,-1,-1
34,1,2172.00,1354.00,66.00,95.00,0.9149,-1,-1,-1
34,2,1867.00,1163.00,82.00,118.00,0.9087,-1,-1,-1
35,1,2170.00,1353.00,68.00,95.00,0.9271,-1,-1,-1
35,2,1867.00,1162.00,81.00,119.00,0.8860,-1,-1,-1
36,1,2169.00,1353.00,65.00,92.00,0.9287,-1,-1,-1
36,2,1862.00,1162.00,83.00,122.00,0.8581,-1,-1,-1
37,1,2166.00,1352.00,64.00,91.00,0.9204,-1,-1,-1
37,2,1863.00,1161.00,76.00,119.00,0.8625,-1,-1,-1
38,1,2161.00,1349.00,67.00,93.00,0.9185,-1,-1,-1
38,2,1859.00,1158.00,75.00,118.00,0.8783,-1,-1,-1
39,1,2158.00,1349.00,64.00,94.00,0.9235,-1,-1,-1
39,2,1854.00,1160.00,73.00,114.00,0.8938,-1,-1,-1
40,1,2152.00,1350.00,64.00,90.00,0.8747,-1,-1,-1
40,2,1852.00,1159.00,71.00,112.00,0.9123,-1,-1,-1
41,1,2147.00,1346.00,68.00,92.00,0.8688,-1,-1,-1
41,2,1849.00,1158.00,69.00,114.00,0.8594,-1,-1,-1
42,1,2143.00,1345.00,69.00,92.00,0.9168,-1,-1,-1
42,2,1841.00,1159.00,74.00,120.00,0.8734,-1,-1,-1
43,1,2141.00,1344.00,65.00,90.00,0.9416,-1,-1,-1
43,2,1838.00,1156.00,73.00,118.00,0.9136,-1,-1,-1
44,1,2135.00,1344.00,69.00,91.00,0.9171,-1,-1,-1
44,2,1835.00,1157.00,71.00,113.00,0.8480,-1,-1,-1
45,1,2132.00,1343.00,67.00,88.00,0.9178,-1,-1,-1
45,2,1831.00,1157.00,68.00,109.00,0.9010,-1,-1,-1
46,1,2124.00,1341.00,69.00,92.00,0.8743,-1,-1,-1
46,2,1824.00,1155.00,70.00,119.00,0.8082,-1,-1,-1
47,1,2118.00,1339.00,67.00,92.00,0.9438,-1,-1,-1
47,2,1818.00,1154.00,66.00,116.00,0.8905,-1,-1,-1
48,1,2109.00,1338.00,68.00,91.00,0.9114,-1,-1,-1
48,2,1812.00,1157.00,61.00,102.00,0.9047,-1,-1,-1
49,1,2097.00,1337.00,69.00,91.00,0.9202,-1,-1,-1
49,2,1799.00,1154.00,63.00,116.00,0.8738,-1,-1,-1
50,1,2091.00,1334.00,67.00,92.00,0.8669,-1,-1,-1
